,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
747,748,202670,Ticket to Ride: Rails & Sails,"By land and by sea, connect valuable cities across the Great Lakes or even the world.",6.694,7.42,3177,2021-08-10,747,Les Aventuriers du Rail: Autour du Monde,2016,2,5,120,10,,https://cf.geekdo-images.com/KaTRZHY0XpW-ZSgjaRNzmg__thumb/img/gGMP1QhYWoI6w3Y1p3BarUNuwRg=/fit-in/200x150/filters:strip_icc()/pic3066862.jpg
748,749,16747,Tumblin-Dice,Flick and push dice down wooden platforms and knock out the competition to win!,6.693,7.19,3958,2021-08-10,748,Tumblin' Dice,2004,2,4,45,13,,https://cf.geekdo-images.com/CR8g-n1ZZC7hf8NS-OJFQg__thumb/img/JTsKjJte4YXujPTYnqGpR8CMAig=/fit-in/200x150/filters:strip_icc()/pic2635002.jpg
749,750,37380,Roll Through the Ages: The Bronze Age,Roll and Civilize your way to victory with an ancient Mediterranean empire.,6.692,6.87,11585,2021-08-10,749,Im Wandel der Zeiten: Das Würfelspiel – Bronzezeit,2008,1,4,45,8,,https://cf.geekdo-images.com/VoLyy7ScO6aAU9Neo7KCiA__thumb/img/sdS7GaTnYXsIsvex3eCwoeMVArg=/fit-in/200x150/filters:strip_icc()/pic986758.jpg
750,751,148319,Tragedy Looper,"Players live, die, and repeat in order to outwit and defeat the evil Mastermind.",6.692,7.21,4078,2021-08-10,750,Tragedy Looper,2011,2,4,120,13,,https://cf.geekdo-images.com/fsUCwhRp_5knh6eY8EduTw__thumb/img/_mkrhR0iN7QX5e1LhsPtDbhXhMo=/fit-in/200x150/filters:strip_icc()/pic2046290.png
751,752,41,Can't Stop,Roll dice to claim three columns. Risk everything earned this turn with each roll.,6.691,6.85,13817,2021-08-10,751,BASTA,1980,2,4,30,9,,https://cf.geekdo-images.com/JZpo3AnyFH4TqxKWFSFKGQ__thumb/img/KxfmwuPAgmmNACBQkxIaYUxKdLI=/fit-in/200x150/filters:strip_icc()/pic1046518.jpg
752,753,65901,Age of Industry,,6.691,7.37,2879,2021-08-10,752,Age of Industry,2010,2,5,120,13,,https://cf.geekdo-images.com/F1DJ5wsTySoSTTb9E3fouQ__thumb/img/BpkzyXVeVxZVBmac2jam5LfI4Fg=/fit-in/200x150/filters:strip_icc()/pic715611.jpg
753,754,248490,Atlantis Rising (Second Edition),Atlantis is sinking. Can you work together to build your escape before it's lost?,6.691,7.79,1883,2021-08-10,753,Atlantis Rising (Second Edition),2019,1,7,120,10,,https://cf.geekdo-images.com/WRHngbJkWiKAJ4U8xSySIQ__thumb/img/kZ9kSXPe8naMaTtc9IV4SFOBCcw=/fit-in/200x150/filters:strip_icc()/pic4895878.jpg
754,755,176165,Dale of Merchants,"Learn new techniques, trade goods, and manage your stock to build the master stall!",6.69,7.21,4100,2021-08-10,754,Cursa Negustorilor: Ghilda Comercianților Extraordinari,2015,2,4,30,10,,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__thumb/img/irnxGy1_lItTKz8J_4OjgwB7oGA=/fit-in/200x150/filters:strip_icc()/pic2772192.jpg
755,756,98229,Pictomania,,6.69,7.28,3330,2021-08-10,755,Pictomania,2011,3,6,25,9,,https://cf.geekdo-images.com/0m0X8qZxfARpz0lmzjxSEw__thumb/img/swi0YmUUKWTu54c8XN1NlsawYuQ=/fit-in/200x150/filters:strip_icc()/pic2360788.png
756,757,195137,Catacombs (Third Edition),Flick down the door and slay monsters in this dexterity-based dungeon delve!,6.69,7.56,2375,2021-08-10,756,Catacombs (Third Edition),2015,2,5,90,14,,https://cf.geekdo-images.com/fc7Ep7xvFxDy_UNOsi2QsQ__thumb/img/R2Pp302HiLuQfvqN-zEn6GhZIpE=/fit-in/200x150/filters:strip_icc()/pic5416481.jpg
757,758,303057,Pan Am,Triumph in the golden age of air travel.,6.69,7.7,2060,2021-08-10,757,Pan Am,2020,2,4,60,12,,https://cf.geekdo-images.com/Dkd1DKelqroYz21llrqJ_A__thumb/img/Z2ABrbZpzhogn2V3uyZMAuUf5OA=/fit-in/200x150/filters:strip_icc()/pic5252922.jpg
758,759,13642,Louis XIV,Influence the French court for your personal gain.,6.689,7.07,5356,2021-08-10,758,Louis XIV,2005,2,4,100,12,,https://cf.geekdo-images.com/TsxO4Iggn_kKRMBlR14gJg__thumb/img/fqur7wJo01qzNKMPAbd2yYHO0pY=/fit-in/200x150/filters:strip_icc()/pic63296.jpg
759,760,98351,Core Worlds,Barbarian kingdoms beyond the galactic frontier invade the core worlds of the galaxy.,6.687,7.18,4018,2021-08-10,759,Core Worlds,2011,2,5,120,10,,https://cf.geekdo-images.com/Yim5NN5RexitX1ZaAsrKSg__thumb/img/sianmpiJv5zgUJcB5K4fJj0MXyE=/fit-in/200x150/filters:strip_icc()/pic1063921.jpg
760,761,30645,Tammany Hall,Fight for political power in New York during the era of Boss Tweed.,6.687,7.26,3503,2021-08-10,760,Tammany Hall,2007,3,5,90,12,,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__thumb/img/GmitOj1Yvh7GO_g3Buwdwo-zMx0=/fit-in/200x150/filters:strip_icc()/pic5585780.png
761,762,27976,Heroscape Master Set: Swarm of the Marro,Take the battle to a swamp you've built using a team you've designed.,6.687,7.62,2275,2021-08-10,761,Heroscape Master Set: Swarm of the Marro,2007,2,4,60,8,,https://cf.geekdo-images.com/NYtpwphT76CH7bpmdJkAaw__thumb/img/OrqM15_E2Lj_7bFpsTex2KzJncM=/fit-in/200x150/filters:strip_icc()/pic268096.jpg
762,763,195560,Wasteland Express Delivery Service,Survive the wasteland as drivers for the last delivery company on earth!,6.685,7.43,2868,2021-08-10,762,Wasteland Express Delivery Service,2017,2,5,120,13,,https://cf.geekdo-images.com/s6yFAO5N9PIJsfqp7WMgyw__thumb/img/G6KOpK5yYnd75ch9F6g_T-G-rlg=/fit-in/200x150/filters:strip_icc()/pic3612509.png
763,764,66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,A terrifying red dragon lurks deep within a monster-infested labyrinth maze.,6.685,7.14,5966,2021-08-10,763,Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,12,,https://cf.geekdo-images.com/jIisRmDxzy6UfiRRpi1Xdw__thumb/img/vDPsmmoz_a6DD6ksbUOiqm16XlM=/fit-in/200x150/filters:strip_icc()/pic968280.jpg
764,765,108784,Ascension: Storm of Souls,Events and fanatics uproot the Ascension universe.,6.684,7.3,3424,2021-08-10,764,Ascension: Des Âmes Déchaînées,2011,1,4,30,13,,https://cf.geekdo-images.com/aeC7vRuLeP2r9XkkojVtNg__thumb/img/4J_ugwcOcr5peBVd-K9bmdSnsVY=/fit-in/200x150/filters:strip_icc()/pic1149059.jpg
765,766,319966,The King is Dead: Second Edition,A subtle game of shifting power and control over medieval Britain.,6.683,7.95,1587,2021-08-10,765,The King is Dead: Druga Edycja,2020,2,4,45,14,,https://cf.geekdo-images.com/p8ATnANurMdieJUELqN3IA__thumb/img/Cf-tr8Vc6XGuB-sN_rZq65OSVDw=/fit-in/200x150/filters:strip_icc()/pic5680120.jpg
766,767,191977,The Castles of Burgundy: The Card Game,"Watch your estate grow as you settle, build, mine, and trade in the Loire Valley.",6.682,7.02,5981,2021-08-10,766,Die Burgen von Burgund: Das Kartenspiel,2016,1,4,60,12,,https://cf.geekdo-images.com/j4Afdh1FVKpHscsHEKZR6w__thumb/img/BejEwf9-L12GEPh9FCRoV5rsMHk=/fit-in/200x150/filters:strip_icc()/pic2844943.jpg
767,768,108906,Thunder Alley,Race your team of cars most efficiently to win stock car races.,6.682,7.32,3193,2021-08-10,767,Thunder Alley,2014,2,7,90,10,,https://cf.geekdo-images.com/bsJpFlch8oDh0k8e5pc9GA__thumb/img/WR-dSFptjI6YbamHhQe48Ee5tNw=/fit-in/200x150/filters:strip_icc()/pic2062087.jpg
768,769,491,Web of Power,Use monasteries and advisors to gain dominance over the different regions of Europe!,6.682,7.3,3371,2021-08-10,768,Kardinaal & Koning,2000,3,5,60,12,,https://cf.geekdo-images.com/AQiDnYHjzFh34SOPCNzrHg__thumb/img/-XcIT5SRD0sJpLwitIKbQfkzmz0=/fit-in/200x150/filters:strip_icc()/pic209855.jpg
769,770,106217,Hawaii,Score points by growing your villages and exploring the surrounding Hawaiian islands.,6.681,7.15,4250,2021-08-10,769,Hawaï,2011,2,5,90,13,,https://cf.geekdo-images.com/9k84Frsbo6DyVaMR0mxaqA__thumb/img/G055Yf6D124jg0uNGO_LGrerkAQ=/fit-in/200x150/filters:strip_icc()/pic1188333.jpg
770,771,172047,The Others,Faith is pitted against the sins as the Apocalypse arrives.,6.678999999999999,7.37,3467,2021-08-10,770,The Others,2016,2,5,90,14,,https://cf.geekdo-images.com/5VrDj4hKFp-jqyl8Fpwjjw__thumb/img/9CaYE5MphaFkBYcFHTkY1Z_JjoA=/fit-in/200x150/filters:strip_icc()/pic2642988.jpg
771,772,207243,The City of Kings,Explore the land! Improve your skills! Battle dynamic monsters to protect the City!,6.678999999999999,7.72,2153,2021-08-10,771,The City of Kings,2018,1,4,180,14,,https://cf.geekdo-images.com/uHWXusF0SPY6jWbKNSa-DQ__thumb/img/six2Xwh3YniHHk3nTnZLCJvGGtw=/fit-in/200x150/filters:strip_icc()/pic3407111.png
772,773,240,Britannia,Control multiple nations in conflicts that span a millennium of British history.,6.678999999999999,7.2,4064,2021-08-10,772,Britania,1986,3,5,300,12,,https://cf.geekdo-images.com/-M-1zs8oMttiUS2xd8qK4A__thumb/img/qjfnfPFYpTCgmvV9Yon2BDdy88Q=/fit-in/200x150/filters:strip_icc()/pic106711.jpg
773,774,160851,Lanterns: The Harvest Festival,Decorate the lake with floating lanterns and dedicate your cards to gain honour!,6.678,6.91,9918,2021-08-10,773,Festiwal lampionów,2015,2,4,30,8,,https://cf.geekdo-images.com/JmY4nVWwW98qEn0NRbKdTw__thumb/img/qQuRUZQAineOCl4abLvZgPjnqTE=/fit-in/200x150/filters:strip_icc()/pic2372790.png
774,775,239464,Palm Island,Develop and gather resources to grow an island that fits in the palm of your hand.,6.678,7.22,3877,2021-08-10,774,Palm Island,2018,1,2,15,10,,https://cf.geekdo-images.com/CPJhhXGPCPIIpsTh-p3UQQ__thumb/img/2N2T0qeyGfqLCy7egIYquhGhhHU=/fit-in/200x150/filters:strip_icc()/pic3995767.png
775,776,1465,Wizard,"Predict how many tricks you'll win, with the help of Wizards and Jesters.",6.6770000000000005,6.93,8828,2021-08-10,775,Čarodej,1984,3,6,45,10,,https://cf.geekdo-images.com/ygVQlepjPxyg7IizSCM_Tw__thumb/img/1qmNhxNzPDSu_Am2rmIobVe9J1M=/fit-in/200x150/filters:strip_icc()/pic5948.jpg
776,777,291572,Oath: Chronicles of Empire and Exile,Change the course of history as empires rise and fall and your tale becomes legend.,6.676,8.14,1626,2021-08-10,776,Oath: Chronicles of Empire and Exile,2021,1,6,120,10,,https://cf.geekdo-images.com/gTxav_KKQK1rDg-XuCjCSA__thumb/img/tFTOAKG5aDXxYfNRmJNmfyxH83M=/fit-in/200x150/filters:strip_icc()/pic5164812.jpg
777,778,202408,Adrenaline,Gear up to destroy opponents with loads of guns in this first-person shooter sim.,6.676,7.04,5710,2021-08-10,777,Adrenalin,2016,3,5,60,12,,https://cf.geekdo-images.com/TiNI7bUCR2RPFMlvKEC9TQ__thumb/img/nnWEA6jjVsxPSuEC_Ooph9kzO_g=/fit-in/200x150/filters:strip_icc()/pic3476604.jpg
778,779,301880,Raiders of Scythia,Raid and plunder your way through ancient empires on horseback.,6.676,8.0,1572,2021-08-10,778,Invasores de Cítia,2020,1,4,80,12,,https://cf.geekdo-images.com/07MRsX6Tv5elGdefTOQxsQ__thumb/img/3iAtZSZA55jzXOgLP-nnRF3wAnc=/fit-in/200x150/filters:strip_icc()/pic5235769.png
779,780,201921,Tiny Epic Quest,"Push your luck to fight goblins, explore temples, and learn spells.",6.675,7.04,6336,2021-08-10,779,Malá velká dobrodružství,2017,1,4,60,14,,https://cf.geekdo-images.com/Cd65qIFLnJlkWTfbKDk_FA__thumb/img/RaWuVFlY9wTY4g0d46WMWkZ-E3k=/fit-in/200x150/filters:strip_icc()/pic3120755.jpg
780,781,52461,Legacy: The Testament of Duke de Crecy,Build the most powerful and influential family tree in 18th century France.,6.672999999999999,7.16,4069,2021-08-10,780,Dziedzictwo: Testament Diuka de Crecy,2013,1,4,60,8,,https://cf.geekdo-images.com/JmPqJ8-8JGJ2Es_NfKoDPA__thumb/img/vApy1mERh4Jg62RK9RlXdHU5U70=/fit-in/200x150/filters:strip_icc()/pic2225856.jpg
781,782,180593,The Bloody Inn,Rob and murder your inn's guests to make money...but don't forget to hide the bodies!,6.672000000000001,6.99,6581,2021-08-10,781,O Albergue Sangrento,2015,1,4,60,14,,https://cf.geekdo-images.com/GTUmt2ViVzJOT4ZKXbq2Zg__thumb/img/h-GMHsoeG4S6wRVjzlMGmP0UmQE=/fit-in/200x150/filters:strip_icc()/pic2618699.jpg
782,783,904,Dream Factory,Bid contracts to produce golden age blockbusters with the best directors and stars..,6.672000000000001,7.05,5131,2021-08-10,782,Dream Factory,2000,2,5,60,10,,https://cf.geekdo-images.com/Kpt0Ls0vC5-lJFanhpZtMg__thumb/img/IaaXpQNmW2khRrS3UKSk7O042Uw=/fit-in/200x150/filters:strip_icc()/pic510123.jpg
783,784,552,Bus,Expand your bus line and maybe bend time in this worker placement classic!,6.672000000000001,7.52,2235,2021-08-10,783,Bus,1999,3,5,120,14,,https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__thumb/img/4M7epe99tiI_bvQGRPMo7OvxSko=/fit-in/200x150/filters:strip_icc()/pic4908538.jpg
784,785,8051,Attika,Construct your classical Greek city using resources on the board and cards.,6.67,7.0,6368,2021-08-10,784,Attika,2003,2,4,60,10,,https://cf.geekdo-images.com/qaqbQuVKcAd5hjWZxMQfpg__thumb/img/1iMHQlSP52-yRryXrEqncUQc5eU=/fit-in/200x150/filters:strip_icc()/pic33096.jpg
785,786,258210,Blitzkrieg!: World War Two in 20 Minutes,The Axis and Allies deploy units to campaigns across the world to win the war!,6.67,7.69,1906,2021-08-10,785,Blitzkrieg!: La seconde guerre mondiale en 20 minutes,2019,1,2,45,14,,https://cf.geekdo-images.com/O03NSgVOl-FsbLiAg_GV1w__thumb/img/_Oz_KuJStdA9akO-zfZ1rlrdxr4=/fit-in/200x150/filters:strip_icc()/pic4306846.jpg
786,787,206480,Imperial Struggle,"France and Britain clash globally over trade, influence and territory in the 1700s.",6.669,8.36,1275,2021-08-10,786,Imperial Struggle,2020,2,2,240,12,,https://cf.geekdo-images.com/FTE7dxVd4jQaIwwRcCQcRw__thumb/img/ydG55mHxOdtN5RFN9B9z7qAgLBI=/fit-in/200x150/filters:strip_icc()/pic5291148.jpg
787,788,234477,Battle for Rokugan,Bluff and misdirect your clan's way to victory in a minis-on-a-map without the minis.,6.669,7.48,2594,2021-08-10,787,Bataille pour Rokugan,2017,2,5,90,14,,https://cf.geekdo-images.com/JzE8OpFRdj53PwkJRmAIVQ__thumb/img/wQo-lcn632l0PSEB0rhvm_A6laU=/fit-in/200x150/filters:strip_icc()/pic3741716.jpg
788,789,227460,Hannibal & Hamilcar,Recreate the struggle between Rome & Carthage in the 1st & 2nd Punic Wars.,6.667000000000001,8.35,1265,2021-08-10,788,Aníbal y Amílcar,2018,2,2,200,12,,https://cf.geekdo-images.com/PHMTzdpZvTv7Ug4Mx0Lt7w__thumb/img/gJivqHIFPn1Z_4PDoFqAAZfD4PE=/fit-in/200x150/filters:strip_icc()/pic3477797.jpg
789,790,131260,Qwixx,Use everyone's dice rolls to mark off numbers—but you can't go back once you pass.,6.666,6.88,10054,2021-08-10,789,Qwixx,2012,2,5,15,8,,https://cf.geekdo-images.com/aOt-bT9nDzZdWl0dUqLy4w__thumb/img/VSCBC4785-3S8YMBzu8tafaoa_w=/fit-in/200x150/filters:strip_icc()/pic1950487.jpg
790,791,169124,Flick 'em Up!,Show those outlaws who has the fastest flick in the West!,6.666,6.93,7958,2021-08-10,790,Flick 'em Up!,2015,2,10,45,7,,https://cf.geekdo-images.com/uTrqB91Kzvqtb4Ophk1BPw__thumb/img/uYpJnYTjRgevqAtujITGFBdHNU4=/fit-in/200x150/filters:strip_icc()/pic5095159.jpg
791,792,207830,5-Minute Dungeon,"Explore a dungeon, kill monsters, and defeat a boss...all in 5 minutes!",6.666,7.03,7126,2021-08-10,791,5-Minute Dungeon,2017,2,5,30,8,,https://cf.geekdo-images.com/fQOVD0Sc0FXZRZPdNc7VwA__thumb/img/5uDnvcjI-Bd6WbfA-9BLtKqC1-s=/fit-in/200x150/filters:strip_icc()/pic3370214.jpg
792,793,216459,The Lost Expedition,Lead your intrepid explorers deep into the deadly jungle in your quest for El Dorado.,6.666,7.07,5207,2021-08-10,792,La Expedición Perdida,2017,1,5,50,14,,https://cf.geekdo-images.com/W8yjFs_0LaFL7TMg-nxi_g__thumb/img/cKmWHBSmqx0MFFyO_6dZmedX0U4=/fit-in/200x150/filters:strip_icc()/pic3339655.jpg
793,794,2093,Mahjong,"Use the Winds, Dragons and suit tiles you draw to finish with the best hand!",6.665,7.03,6573,2021-08-10,793,Animal Mah-Jong,1850,3,4,120,8,,https://cf.geekdo-images.com/R2R8UHcaRNJwaCJq8PJGFQ__thumb/img/wxs22a4TfQjVpfpmNvaTdPo0FHY=/fit-in/200x150/filters:strip_icc()/pic43709.jpg
794,795,27588,Zooloretto,Add to or take an animal collection? Build the best zoo and fill those pens.,6.664,6.83,14062,2021-08-10,794,Animal Tycoon,2007,2,5,45,13,,https://cf.geekdo-images.com/FF_R0HV6APUKh0IW2w6oqw__thumb/img/GH0Q1trIy2CUCkixCe-b6UpjJoY=/fit-in/200x150/filters:strip_icc()/pic2021685.png
795,796,147151,Concept,Select icons to help your team guess a secret word or phrase.,6.664,6.81,16098,2021-08-10,795,Concept,2013,4,12,40,10,,https://cf.geekdo-images.com/hHFs0_KRoW_FJ0cMIVgZcw__thumb/img/1MmGQvJVNw8TA7eWAJ8oIK-ZENc=/fit-in/200x150/filters:strip_icc()/pic4991925.jpg
796,797,274638,Unmatched: Robin Hood vs. Bigfoot,The big beast vs. the wily rogue to see who's king of the forest!,6.662999999999999,8.19,1377,2021-08-10,796,Unmatched: Robin Hood vs. Bigfoot,2019,2,2,20,9,,https://cf.geekdo-images.com/5Fr8QPIazZRgEMnN2bwJ0g__thumb/img/wAEIsSjKsEHg_JVJ_adV6MvsJ4o=/fit-in/200x150/filters:strip_icc()/pic4621589.jpg
797,798,59946,Dungeons & Dragons: Castle Ravenloft Board Game,The master of Ravenloft is having guests for dinner – and you are invited!,6.6610000000000005,6.98,8558,2021-08-10,797,Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,12,,https://cf.geekdo-images.com/4opHd-PZm42sUE0DD7m8_w__thumb/img/FRE_ow1_sOI4yMvXEKhUc58nXTs=/fit-in/200x150/filters:strip_icc()/pic660244.jpg
798,799,284760,Disney Villainous: Evil Comes Prepared,Be prepared as the most nefarious villains yet come for the throne.,6.6610000000000005,7.71,2139,2021-08-10,798,Disney Villainous: Das Böse schläft nie,2019,2,3,60,10,,https://cf.geekdo-images.com/iEfri2p4Vqh6QFIxc5IlCg__thumb/img/9xcLYtvW_gKIQV1s0XPm7kkclhw=/fit-in/200x150/filters:strip_icc()/pic4849477.jpg
799,800,266830,Q.E.,"Bid ANYTHING to bail out companies, but just don’t bid the MOST!",6.66,7.5,2225,2021-08-10,799,Q.E.,2019,3,5,45,8,,https://cf.geekdo-images.com/47o_swlkRbfpMH3hnFZgtA__thumb/img/gT07BJ5Ynlopp-UIQRIySERKUmI=/fit-in/200x150/filters:strip_icc()/pic4383594.png
800,801,216600,Fantastic Factories,Build factories! Train your workers! Manufacture as many goods as possible!,6.659,7.5,2353,2021-08-10,800,Fábricas Fantásticas,2019,1,5,60,14,,https://cf.geekdo-images.com/AzNYQ2o-SXBAHFpPPtRBIw__thumb/img/CkfTNq419k6DTJthFwPA5oKYoHE=/fit-in/200x150/filters:strip_icc()/pic4095959.png
801,802,38054,Snow Tails,"Race your dogsled in the icy tracks, managing the bends and slippery grips.",6.657,6.97,6086,2021-08-10,801,Snow Tails,2008,2,5,60,10,,https://cf.geekdo-images.com/-narZPLY3ffctYJlxZOTuQ__thumb/img/sy6nL2Tvw68OEprLJZQyP1ATUdU=/fit-in/200x150/filters:strip_icc()/pic2574022.png
802,803,244608,Menara,Explorers use their dexterity and cunning to resurrect the ancient temples of Menara.,6.657,7.47,2357,2021-08-10,802,Menara,2018,1,4,60,8,,https://cf.geekdo-images.com/qRwLtZZDhIT1wPD8qjCEUA__thumb/img/M7GGgc8cAX5AiTfdC8U4AieR6VQ=/fit-in/200x150/filters:strip_icc()/pic3944407.jpg
803,804,203427,Fabled Fruit,Collect fruit and craft delicious juices while your action options change and shift.,6.656000000000001,7.02,5237,2021-08-10,803,Fabelfruit,2016,2,5,30,8,,https://cf.geekdo-images.com/as7-SsHhtfKyuTbhHVCEkg__thumb/img/-gz5nsWLViy7VBE0uD1-qsilWHk=/fit-in/200x150/filters:strip_icc()/pic3086825.jpg
804,805,204472,Sub Terra,Escape a danger-filled cave & evade horrors in a co-op challenge.,6.654,7.37,3242,2021-08-10,804,Sub Terra,2017,1,6,60,10,,https://cf.geekdo-images.com/47Z9FcLD20NDHdRYUaF_XA__thumb/img/I6Uog8mnrK4MgjiQlIMGcrQ01r8=/fit-in/200x150/filters:strip_icc()/pic3904427.png
805,806,218479,Cerebria: The Inside World,Spirits of Bliss and Gloom manipulate emotions in a tug of war to represent the mind.,6.654,7.82,1820,2021-08-10,805,Cerebria: Le monde intérieur,2018,1,4,120,14,,https://cf.geekdo-images.com/xZ6CZ8_J4CEwR7TT8_3hKw__thumb/img/DpP7gvOmzFeWhBmdk5XgdKFmK1k=/fit-in/200x150/filters:strip_icc()/pic3568532.png
806,807,95064,Ascension: Return of the Fallen,"Tempt fate and expand Ascension with new heroes, constructs, and monsters.",6.653,7.3,3184,2021-08-10,806,Ascension: O Retorno do Caído,2011,1,2,30,13,,https://cf.geekdo-images.com/GOkRsGeaSQ1F3Eck8f35CA__thumb/img/BQqzqFxjB2zsmIMpVq8zhewwdjs=/fit-in/200x150/filters:strip_icc()/pic947575.jpg
807,808,69779,Polis: Fight for the Hegemony,Sparta and Athens fight to build rival civilizations among ancient Greek city-states.,6.652,7.59,2172,2021-08-10,807,Polis: Fight for the Hegemony,2012,2,2,120,12,,https://cf.geekdo-images.com/9O_e79sEzNqpd6R-442d-w__thumb/img/nwyG0AnwDYpQtbDZJSzqutsBGyM=/fit-in/200x150/filters:strip_icc()/pic1032795.jpg
808,809,158275,Marvel Dice Masters: Uncanny X-Men,"Wolverine, Magneto, Cyclops, Iceman, & more face off in dice battles.",6.652,7.2,3714,2021-08-10,808,Marvel Dice Masters: Uncanny X-Men,2014,2,2,60,14,,https://cf.geekdo-images.com/oYdbvhLyv0R0364cfaGD2g__thumb/img/LcqpeKx91-qi-c03Ir0cxc4HJsI=/fit-in/200x150/filters:strip_icc()/pic2338307.jpg
809,810,272738,Jaws,Hunt down the killer shark terrorizing Amity Island. Then battle it out on the Orca.,6.652,7.28,3502,2021-08-10,809,Les Dents de la Mer,2019,2,4,60,12,,https://cf.geekdo-images.com/UDv2zsY1rdWVOXyUl8faYg__thumb/img/gOOR7Q9EdwxdjB9t2kgS1HFBs-0=/fit-in/200x150/filters:strip_icc()/pic4581181.jpg
810,811,220517,The Shipwreck Arcana,"Trapped in a drowned world, use deduction and work together and escape your doom!",6.651,7.5,2306,2021-08-10,810,The Shipwreck Arcana,2017,2,5,30,12,,https://cf.geekdo-images.com/yv5EAl5uidhZ53WJI-bQ4g__thumb/img/97sqsQ6PTxfoHXd12xQG0hl0pqE=/fit-in/200x150/filters:strip_icc()/pic4042715.png
811,812,125678,DC Comics Deck-Building Game,Build a powerful deck to thwart super-villains in defense of the DC universe.,6.65,7.05,6456,2021-08-10,811,DC Comics Deck-Building Game,2012,2,5,45,15,,https://cf.geekdo-images.com/qcuhAt2zPqNZ2mJpMKv2TA__thumb/img/1gVNkCQMISCTajwgd1klqzDiu-M=/fit-in/200x150/filters:strip_icc()/pic1355432.png
812,813,171669,Discoveries: The Journals of Lewis & Clark,Draft dice to record your discoveries & befriend tribes as you journey westward.,6.649,7.07,4515,2021-08-10,812,Discoveries: The Journals of Lewis & Clark,2015,2,4,60,14,,https://cf.geekdo-images.com/3OjspN1BMrUEL1YN-Q8UKQ__thumb/img/no8Q5IdChPD2Fx1YyDNn_xJyRqw=/fit-in/200x150/filters:strip_icc()/pic2571301.jpg
813,814,218121,Dice Hospital,Hire staff and upgrade your facility to best treat and discharge your patients.,6.649,7.2,3621,2021-08-10,813,Dice Hospital,2018,1,4,90,10,,https://cf.geekdo-images.com/V6m5SH45BlP6t7-HuGWA-w__thumb/img/R_6kq0mu1RY7RJVvtI9hRClqpNY=/fit-in/200x150/filters:strip_icc()/pic3562670.jpg
814,815,554,La Città,"Attract citizens to your cities, but don't forget you have to feed them!",6.648,7.04,5111,2021-08-10,814,La Città,2000,2,5,120,12,,https://cf.geekdo-images.com/ttXTVgc8Mxr9NnOcFDEyeA__thumb/img/4YDgg-cOc7mdF6jMcBds_trIzAI=/fit-in/200x150/filters:strip_icc()/pic274350.jpg
815,816,298069,Cubitos,"Exciting, dice-drafting, push your luck racing game!",6.648,7.74,1828,2021-08-10,815,Cubitos,2021,2,4,60,10,,https://cf.geekdo-images.com/_WY_JrQQRrSUlVof11hMpQ__thumb/img/YBgLAPTM5xOW3fDj_if3-r3oDs0=/fit-in/200x150/filters:strip_icc()/pic5226311.png
816,817,174570,Legendary Encounters: A Predator Deck Building Game,Deckbuild to survive the Predator as humans or to gain the most honor as Yautja.,6.647,7.46,2483,2021-08-10,816,Legendary Encounters: A Predator Deck Building Game,2015,1,5,45,17,,https://cf.geekdo-images.com/L6RumTcXM5O7_QFahBtDlQ__thumb/img/pOIf0DDBXcSHxKuxlS9NvdYLxoY=/fit-in/200x150/filters:strip_icc()/pic2486937.png
817,818,193214,Meeple Circus,"Build your growing circus act of comically tiny acrobats, animals, and props.",6.645,7.1,4448,2021-08-10,817,Meeple Circus,2017,2,5,45,8,,https://cf.geekdo-images.com/jmdwGVSEsYR9WQ8_Cjjlhg__thumb/img/BV0SAwXm1ICEIVBlQLE8JD4ZC9c=/fit-in/200x150/filters:strip_icc()/pic3895016.jpg
818,819,19600,Antike,Historical empires develop and confront each other to dominate the ancient world.,6.643,7.08,4602,2021-08-10,818,Antike,2005,2,6,120,12,,https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__thumb/img/-u6Eu5lO6yRRnm1XqLpL3aHtQW8=/fit-in/200x150/filters:strip_icc()/pic171444.jpg
819,820,214029,SpaceCorp: 2025-2300AD,Develop your enterprise through the eras and take humanity to the stars.,6.641,7.71,1834,2021-08-10,819,SpaceCorp: 2025-2300AD,2018,1,4,240,12,,https://cf.geekdo-images.com/YpkxAeGyRn6smZTjCwy7ew__thumb/img/KX5JpI9WbjNszg2B2Ab1Z8YY-Nk=/fit-in/200x150/filters:strip_icc()/pic4410814.jpg
820,821,154086,Gold West,The ecstasy of gold lures you to create the most prosperous mining empire.,6.641,7.38,2486,2021-08-10,820,Gold West,2015,2,4,60,13,,https://cf.geekdo-images.com/ywijvNUF1ZhL2LnikyiZGg__thumb/img/-NKwOUPRn1dOK__WfFQXITJQUgs=/fit-in/200x150/filters:strip_icc()/pic2218906.png
